"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0004735","pyrroline-5-carboxylate reductase activity","MF",1,0,0,1,1
"GO:0016646","oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor","MF",1,0,0,1,1
"GO:0004594","pantothenate kinase activity","MF",1,0,0,1,1
"GO:1905502","acetyl-CoA binding","MF",1,0,0,1,1
"GO:0004749","ribose phosphate diphosphokinase activity","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0016778","diphosphotransferase activity","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0004693","cyclin-dependent protein serine/threonine kinase activity","MF",3,0,1,1,0.748391636867767
"GO:0097472","cyclin-dependent protein kinase activity","MF",3,0,1,1,0.748391636867767
"GO:0097602","cullin family protein binding","MF",3,1,1,0.699502154805247,0.748391636867767
"GO:1990444","F-box domain binding","MF",1,0,0,1,1
"GO:1990756","ubiquitin ligase-substrate adaptor activity","MF",1,0,0,1,1
"GO:0001163","RNA polymerase I transcription regulatory region sequence-specific DNA binding","MF",1,0,1,1,0.368376068376068
"GO:0001164","RNA polymerase I core promoter sequence-specific DNA binding","MF",1,0,1,1,0.368376068376068
"GO:0001165","RNA polymerase I cis-regulatory region sequence-specific DNA binding","MF",1,0,1,1,0.368376068376068
"GO:0001181","RNA polymerase I general transcription initiation factor activity","MF",1,0,1,1,0.368376068376068
"GO:0140223","general transcription initiation factor activity","MF",1,0,1,1,0.368376068376068
"GO:0031419","cobalamin binding","MF",1,1,0,0.32991452991453,1
"GO:0015171","amino acid transmembrane transporter activity","MF",8,7,1,0.00234512325335327,0.975021099701108
"GO:0015175","neutral amino acid transmembrane transporter activity","MF",3,2,1,0.2545194121767,0.748391636867767
"GO:0015179","L-amino acid transmembrane transporter activity","MF",5,4,1,0.0432549502070106,0.899972176447494
"GO:0005280","amino acid:proton symporter activity","MF",1,1,0,0.32991452991453,1
"GO:0005368","taurine transmembrane transporter activity","MF",1,1,0,0.32991452991453,1
"GO:0005416","amino acid:cation symporter activity","MF",1,1,0,0.32991452991453,1
"GO:0015180","L-alanine transmembrane transporter activity","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0015187","glycine transmembrane transporter activity","MF",1,1,0,0.32991452991453,1
"GO:0015193","L-proline transmembrane transporter activity","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0022858","alanine transmembrane transporter activity","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0042910","xenobiotic transmembrane transporter activity","MF",5,5,0,0.00384086261717295,1
"GO:0042959","alkanesulfonate transmembrane transporter activity","MF",1,1,0,0.32991452991453,1
"GO:1901682","sulfur compound transmembrane transporter activity","MF",6,5,1,0.0167646235264588,0.936978178122284
"GO:0004252","serine-type endopeptidase activity","MF",3,0,3,1,0.0497691017182855
"GO:0036313","phosphatidylinositol 3-kinase catalytic subunit binding","MF",1,0,1,1,0.368376068376068
"GO:0043548","phosphatidylinositol 3-kinase binding","MF",3,2,1,0.2545194121767,0.748391636867767
"GO:0003983","UTP:glucose-1-phosphate uridylyltransferase activity","MF",1,1,0,0.32991452991453,1
"GO:0019103","pyrimidine nucleotide binding","MF",2,1,0,0.551174573929065,1
"GO:0032557","pyrimidine ribonucleotide binding","MF",1,1,0,0.32991452991453,1
"GO:0051748","UTP-monosaccharide-1-phosphate uridylyltransferase activity","MF",1,1,0,0.32991452991453,1
"GO:0070569","uridylyltransferase activity","MF",1,1,0,0.32991452991453,1
"GO:0004652","polynucleotide adenylyltransferase activity","MF",1,0,0,1,1
"GO:0070566","adenylyltransferase activity","MF",2,0,0,1,1
"GO:0004467","long-chain fatty acid-CoA ligase activity","MF",1,1,0,0.32991452991453,1
"GO:0015645","fatty acid ligase activity","MF",2,2,0,0.108654485899995,1
"GO:0016405","CoA-ligase activity","MF",2,2,0,0.108654485899995,1
"GO:0016877","ligase activity, forming carbon-sulfur bonds","MF",2,2,0,0.108654485899995,1
"GO:0016878","acid-thiol ligase activity","MF",2,2,0,0.108654485899995,1
"GO:0031956","medium-chain fatty acid-CoA ligase activity","MF",2,2,0,0.108654485899995,1
"GO:0047676","arachidonate-CoA ligase activity","MF",1,1,0,0.32991452991453,1
"GO:0102391","decanoate-CoA ligase activity","MF",1,1,0,0.32991452991453,1
"GO:0042030","ATPase inhibitor activity","MF",1,0,0,1,1
"GO:0000339","RNA cap binding","MF",3,0,3,1,0.0497691017182855
"GO:0000340","RNA 7-methylguanosine cap binding","MF",3,0,3,1,0.0497691017182855
"GO:0030621","U4 snRNA binding","MF",1,0,1,1,0.368376068376068
"GO:0030622","U4atac snRNA binding","MF",1,0,1,1,0.368376068376068
"GO:0005375","copper ion transmembrane transporter activity","MF",1,0,0,1,1
"GO:0005384","manganese ion transmembrane transporter activity","MF",1,0,0,1,1
"GO:0015087","cobalt ion transmembrane transporter activity","MF",1,0,0,1,1
"GO:0015095","magnesium ion transmembrane transporter activity","MF",1,0,0,1,1
"GO:0015099","nickel cation transmembrane transporter activity","MF",1,0,0,1,1
"GO:0046915","transition metal ion transmembrane transporter activity","MF",2,0,1,1,0.601250246759229
"GO:0036121","double-stranded DNA helicase activity","MF",1,1,0,0.32991452991453,1
"GO:0070615","nucleosome-dependent ATPase activity","MF",1,1,0,0.32991452991453,1
"GO:0071558","histone demethylase activity (H3-K27 specific)","MF",1,1,0,0.32991452991453,1
"GO:0050833","pyruvate transmembrane transporter activity","MF",1,0,1,1,0.368376068376068
"GO:0031691","alpha-1A adrenergic receptor binding","MF",1,0,0,1,1
"GO:0031692","alpha-1B adrenergic receptor binding","MF",1,0,0,1,1
"GO:0031701","angiotensin receptor binding","MF",1,0,0,1,1
"GO:0031702","type 1 angiotensin receptor binding","MF",1,0,0,1,1
"GO:0031762","follicle-stimulating hormone receptor binding","MF",1,0,0,1,1
"GO:0031821","G protein-coupled serotonin receptor binding","MF",1,0,0,1,1
"GO:0031826","type 2A serotonin receptor binding","MF",1,0,0,1,1
"GO:0031859","platelet activating factor receptor binding","MF",1,0,0,1,1
"GO:1990763","arrestin family protein binding","MF",1,0,0,1,1
"GO:0046624","sphingolipid transporter activity","MF",2,2,0,0.108654485899995,1
"GO:0046625","sphingolipid binding","MF",2,1,0,0.551174573929065,1
"GO:0097001","ceramide binding","MF",2,1,0,0.551174573929065,1
"GO:0120016","sphingolipid transfer activity","MF",1,1,0,0.32991452991453,1
"GO:0120017","ceramide transfer activity","MF",1,1,0,0.32991452991453,1
"GO:1902387","ceramide 1-phosphate binding","MF",1,1,0,0.32991452991453,1
"GO:1902388","ceramide 1-phosphate transfer activity","MF",1,1,0,0.32991452991453,1
"GO:0000182","rDNA binding","MF",2,0,1,1,0.601250246759229
"GO:0031489","myosin V binding","MF",2,1,0,0.551174573929065,1
"GO:0043014","alpha-tubulin binding","MF",2,0,0,1,1
"GO:0005545","1-phosphatidylinositol binding","MF",1,1,0,0.32991452991453,1
"GO:0043533","inositol 1,3,4,5 tetrakisphosphate binding","MF",1,1,0,0.32991452991453,1
"GO:0008171","O-methyltransferase activity","MF",3,0,2,1,0.306967466542153
"GO:0008173","RNA methyltransferase activity","MF",5,0,4,1,0.0645271007281625
"GO:0008649","rRNA methyltransferase activity","MF",4,0,3,1,0.144317600869476
"GO:0016435","rRNA (guanine) methyltransferase activity","MF",3,0,2,1,0.306967466542153
"GO:0062105","RNA 2'-O-methyltransferase activity","MF",3,0,2,1,0.306967466542153
"GO:0070039","rRNA (guanosine-2'-O-)-methyltransferase activity","MF",2,0,1,1,0.601250246759229
"GO:0140102","catalytic activity, acting on a rRNA","MF",4,0,3,1,0.144317600869476
"GO:0004045","aminoacyl-tRNA hydrolase activity","MF",2,0,1,1,0.601250246759229
"GO:0052689","carboxylic ester hydrolase activity","MF",8,4,2,0.251081238791448,0.85736092452272
"GO:0039552","RIG-I binding","MF",3,2,0,0.2545194121767,1
"GO:0016763","transferase activity, transferring pentosyl groups","MF",2,2,0,0.108654485899995,1
"GO:0030158","protein xylosyltransferase activity","MF",1,1,0,0.32991452991453,1
"GO:0035252","UDP-xylosyltransferase activity","MF",1,1,0,0.32991452991453,1
"GO:0042285","xylosyltransferase activity","MF",1,1,0,0.32991452991453,1
"GO:0008157","protein phosphatase 1 binding","MF",1,1,0,0.32991452991453,1
"GO:0003688","DNA replication origin binding","MF",2,0,2,1,0.135501889992908
"GO:0051536","iron-sulfur cluster binding","MF",3,2,1,0.2545194121767,0.748391636867767
"GO:0051537","2 iron, 2 sulfur cluster binding","MF",1,1,0,0.32991452991453,1
"GO:0051540","metal cluster binding","MF",3,2,1,0.2545194121767,0.748391636867767
"GO:0005184","neuropeptide hormone activity","MF",1,0,1,1,0.368376068376068
"GO:0004042","acetyl-CoA:L-glutamate N-acetyltransferase activity","MF",1,1,0,0.32991452991453,1
"GO:1905538","polysome binding","MF",1,0,1,1,0.368376068376068
"GO:1990715","mRNA CDS binding","MF",1,0,1,1,0.368376068376068
"GO:0005047","signal recognition particle binding","MF",1,0,0,1,1
"GO:0008312","7S RNA binding","MF",1,0,0,1,1
"GO:0030942","endoplasmic reticulum signal peptide binding","MF",1,0,0,1,1
"GO:0061631","ubiquitin conjugating enzyme activity","MF",4,0,0,1,1
"GO:0061650","ubiquitin-like protein conjugating enzyme activity","MF",4,0,0,1,1
"GO:0008381","mechanosensitive ion channel activity","MF",2,2,0,0.108654485899995,1
"GO:0043120","tumor necrosis factor binding","MF",1,1,0,0.32991452991453,1
"GO:0033925","mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity","MF",1,0,1,1,0.368376068376068
"GO:0036435","K48-linked polyubiquitin modification-dependent protein binding","MF",1,0,0,1,1
"GO:0001161","intronic transcription regulatory region sequence-specific DNA binding","MF",1,1,0,0.32991452991453,1
"GO:0002153","steroid receptor RNA activator RNA binding","MF",1,1,0,0.32991452991453,1
"GO:0070324","thyroid hormone binding","MF",1,1,0,0.32991452991453,1
"GO:0008191","metalloendopeptidase inhibitor activity","MF",1,0,0,1,1
"GO:0004797","thymidine kinase activity","MF",1,0,1,1,0.368376068376068
"GO:0019136","deoxynucleoside kinase activity","MF",1,0,1,1,0.368376068376068
"GO:0019206","nucleoside kinase activity","MF",1,0,1,1,0.368376068376068
"GO:0017049","GTP-Rho binding","MF",2,1,0,0.551174573929065,1
"GO:0005164","tumor necrosis factor receptor binding","MF",4,0,1,1,0.841316405085412
"GO:0032813","tumor necrosis factor receptor superfamily binding","MF",4,0,1,1,0.841316405085412
"GO:0003916","DNA topoisomerase activity","MF",2,0,2,1,0.135501889992908
"GO:0003918","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","MF",1,0,1,1,0.368376068376068
"GO:0008301","DNA binding, bending","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0003917","DNA topoisomerase type I (single strand cut, ATP-independent) activity","MF",1,0,1,1,0.368376068376068
"GO:0031996","thioesterase binding","MF",1,0,0,1,1
"GO:0050699","WW domain binding","MF",1,0,0,1,1
"GO:0001091","RNA polymerase II general transcription initiation factor binding","MF",1,0,1,1,0.368376068376068
"GO:0001094","TFIID-class transcription factor complex binding","MF",1,0,1,1,0.368376068376068
"GO:0097718","disordered domain specific binding","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0004850","uridine phosphorylase activity","MF",1,1,0,0.32991452991453,1
"GO:0008121","ubiquinol-cytochrome-c reductase activity","MF",1,1,0,0.32991452991453,1
"GO:0009055","electron transfer activity","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0016679","oxidoreductase activity, acting on diphenols and related substances as donors","MF",1,1,0,0.32991452991453,1
"GO:0016681","oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor","MF",1,1,0,0.32991452991453,1
"GO:0005484","SNAP receptor activity","MF",6,4,0,0.0962356035681142,1
"GO:0008308","voltage-gated anion channel activity","MF",1,0,0,1,1
"GO:0015288","porin activity","MF",1,0,0,1,1
"GO:0022829","wide pore channel activity","MF",1,0,0,1,1
"GO:0039706","co-receptor binding","MF",1,0,1,1,0.368376068376068
"GO:0036312","phosphatidylinositol 3-kinase regulatory subunit binding","MF",1,1,0,0.32991452991453,1
"GO:0005246","calcium channel regulator activity","MF",1,0,1,1,0.368376068376068
"GO:0050815","phosphoserine residue binding","MF",1,0,1,1,0.368376068376068
"GO:0008187","poly-pyrimidine tract binding","MF",3,0,2,1,0.306967466542153
"GO:0004623","phospholipase A2 activity","MF",1,0,0,1,1
"GO:0047498","calcium-dependent phospholipase A2 activity","MF",1,0,0,1,1
"GO:0017112","Rab guanyl-nucleotide exchange factor activity","MF",2,0,0,1,1
"GO:0008569","ATP-dependent microtubule motor activity, minus-end-directed","MF",3,2,1,0.2545194121767,0.748391636867767
"GO:0004642","phosphoribosylformylglycinamidine synthase activity","MF",1,0,1,1,0.368376068376068
"GO:0016879","ligase activity, forming carbon-nitrogen bonds","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0016884","carbon-nitrogen ligase activity, with glutamine as amido-N-donor","MF",1,0,1,1,0.368376068376068
"GO:0048495","Roundabout binding","MF",1,0,0,1,1
"GO:0008138","protein tyrosine/serine/threonine phosphatase activity","MF",4,1,3,0.798895615169579,0.144317600869476
"GO:0061860","DNA clamp unloader activity","MF",1,0,1,1,0.368376068376068
"GO:0051539","4 iron, 4 sulfur cluster binding","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0004109","coproporphyrinogen oxidase activity","MF",1,1,0,0.32991452991453,1
"GO:0052731","phosphocholine phosphatase activity","MF",1,1,0,0.32991452991453,1
"GO:0052732","phosphoethanolamine phosphatase activity","MF",1,1,0,0.32991452991453,1
"GO:0004767","sphingomyelin phosphodiesterase activity","MF",1,1,0,0.32991452991453,1
"GO:0102193","protein-ribulosamine 3-kinase activity","MF",1,0,1,1,0.368376068376068
"GO:0001618","virus receptor activity","MF",1,0,0,1,1
"GO:0005136","interleukin-4 receptor binding","MF",1,0,0,1,1
"GO:0140272","exogenous protein binding","MF",1,0,0,1,1
"GO:0030306","ADP-ribosylation factor binding","MF",2,1,0,0.551174573929065,1
"GO:0004708","MAP kinase kinase activity","MF",3,2,1,0.2545194121767,0.748391636867767
"GO:0008545","JUN kinase kinase activity","MF",1,1,0,0.32991452991453,1
"GO:0031435","mitogen-activated protein kinase kinase kinase binding","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0004709","MAP kinase kinase kinase activity","MF",2,1,1,0.551174573929065,0.601250246759229
"GO:0004705","JUN kinase activity","MF",1,0,1,1,0.368376068376068
"GO:0047760","butyrate-CoA ligase activity","MF",1,1,0,0.32991452991453,1
"GO:0003755","peptidyl-prolyl cis-trans isomerase activity","MF",1,0,1,1,0.368376068376068
"GO:0016859","cis-trans isomerase activity","MF",1,0,1,1,0.368376068376068
"GO:0001671","ATPase activator activity","MF",1,1,0,0.32991452991453,1
"GO:0003905","alkylbase DNA N-glycosylase activity","MF",1,0,0,1,1
"GO:0008725","DNA-3-methyladenine glycosylase activity","MF",1,0,0,1,1
"GO:0016799","hydrolase activity, hydrolyzing N-glycosyl compounds","MF",1,0,0,1,1
"GO:0019104","DNA N-glycosylase activity","MF",1,0,0,1,1
"GO:0043733","DNA-3-methylbase glycosylase activity","MF",1,0,0,1,1
"GO:0043916","DNA-7-methylguanine glycosylase activity","MF",1,0,0,1,1
"GO:0052821","DNA-7-methyladenine glycosylase activity","MF",1,0,0,1,1
"GO:0052822","DNA-3-methylguanine glycosylase activity","MF",1,0,0,1,1
"GO:0010314","phosphatidylinositol-5-phosphate binding","MF",3,1,1,0.699502154805247,0.748391636867767
"GO:0016176","superoxide-generating NADPH oxidase activator activity","MF",1,0,1,1,0.368376068376068
"GO:0032266","phosphatidylinositol-3-phosphate binding","MF",5,1,2,0.865470480130593,0.606693319637086
"GO:0070273","phosphatidylinositol-4-phosphate binding","MF",5,1,1,0.865470480130593,0.899972176447494
"GO:1990931","RNA N6-methyladenosine dioxygenase activity","MF",1,0,0,1,1
"GO:1904841","TORC2 complex binding","MF",1,0,1,1,0.368376068376068
"GO:0008271","secondary active sulfate transmembrane transporter activity","MF",1,1,0,0.32991452991453,1
"GO:0015116","sulfate transmembrane transporter activity","MF",3,3,0,0.0357220227616421,1
"GO:0015301","anion:anion antiporter activity","MF",1,1,0,0.32991452991453,1
"GO:0140323","solute:anion antiporter activity","MF",1,1,0,0.32991452991453,1
"GO:0015185","gamma-aminobutyric acid transmembrane transporter activity","MF",1,1,0,0.32991452991453,1
"GO:0017081","chloride channel regulator activity","MF",3,2,1,0.2545194121767,0.748391636867767
"GO:0031799","type 2 metabotropic glutamate receptor binding","MF",1,1,0,0.32991452991453,1
"GO:0031800","type 3 metabotropic glutamate receptor binding","MF",1,1,0,0.32991452991453,1
"GO:0035256","G protein-coupled glutamate receptor binding","MF",1,1,0,0.32991452991453,1
"GO:0008449","N-acetylglucosamine-6-sulfatase activity","MF",1,0,1,1,0.368376068376068
"GO:0008484","sulfuric ester hydrolase activity","MF",2,1,1,0.551174573929065,0.601250246759229
